song_id,review_status,track_title,release_year,bridge_artist,second_hop_artist,primary_artist_from_source,credited_artist_from_source,credited_role_from_source,genius_url,automated_flags,review_notes
10445026,pending,Gigawaabamin (Come Through),2024,Bizhiki,Mike Sullivan,Bizhiki,Mike Sullivan,featured,https://genius.com/Bizhiki-gigawaabamin-come-through-lyrics,,
12471804,pending,Broke The Handle Off,2025,Cole Davis,Aaron Rice,Cole Davis,Aaron Rice,featured,https://genius.com/Cole-davis-broke-the-handle-off-lyrics,,
12471798,pending,Miracle,2025,Cole Davis,Channy Leaneagh,Cole Davis,Channy Leaneagh,featured,https://genius.com/Cole-davis-miracle-lyrics,,
12471800,pending,Gulls,2025,Cole Davis,CJ Camerieri,Cole Davis,CJ Camerieri,featured,https://genius.com/Cole-davis-gulls-lyrics,,
12471802,pending,Tooth And Nail,2025,Cole Davis,KINFU,Cole Davis,KINFU,featured,https://genius.com/Cole-davis-tooth-and-nail-lyrics,,
12471801,pending,Backseat Driver,2025,Cole Davis,papa mbye,Cole Davis,papa mbye,featured,https://genius.com/Cole-davis-backseat-driver-lyrics,,
12316982,pending,No More Loving (On Women I Don’t Love),2025,Daniel Caesar,646yf4t,Daniel Caesar,646yf4t,featured,https://genius.com/Daniel-caesar-no-more-loving-on-women-i-dont-love-lyrics,,
2342908,pending,Paradise,2015,Daniel Caesar,BADBADNOTGOOD,Daniel Caesar,BADBADNOTGOOD,featured,https://genius.com/Daniel-caesar-paradise-lyrics,,
7911508,pending,Please Do Not Lean,2022,Daniel Caesar,BADBADNOTGOOD,Daniel Caesar,BADBADNOTGOOD,featured,https://genius.com/Daniel-caesar-please-do-not-lean-lyrics,,
11892843,pending,Mr. Nice Guy,,Daniel Caesar,Bakar,Daniel Caesar,Bakar,featured,https://genius.com/Daniel-caesar-mr-nice-guy-lyrics,missing_release_year,
11916227,pending,The Field,2025,Daniel Caesar,Blood Orange,Blood Orange,Daniel Caesar,featured,https://genius.com/Blood-orange-the-field-lyrics,,
12316979,pending,Touching God,2025,Daniel Caesar,Blood Orange,Daniel Caesar,Blood Orange,featured,https://genius.com/Daniel-caesar-touching-god-lyrics,,
7393492,pending,Pets,,Daniel Caesar,Chance the Rapper,Chance the Rapper,Daniel Caesar,featured,https://genius.com/Chance-the-rapper-pets-lyrics,missing_release_year,
3250389,pending,First World Problems,2017,Daniel Caesar,Chance the Rapper,Chance the Rapper,Daniel Caesar,featured,https://genius.com/Chance-the-rapper-first-world-problems-lyrics,,
5507220,pending,Instagram Song 3,2020,Daniel Caesar,Chance the Rapper,Chance the Rapper,Daniel Caesar,featured,https://genius.com/Chance-the-rapper-instagram-song-3-lyrics,,
3183204,pending,Transform,2017,Daniel Caesar,Charlotte Day Wilson,Daniel Caesar,Charlotte Day Wilson,featured,https://genius.com/Daniel-caesar-transform-lyrics,,
13402297,pending,Easy Breezy,,Daniel Caesar,Clairo,Daniel Caesar,Clairo,featured,https://genius.com/Daniel-caesar-easy-breezy-lyrics,missing_release_year,
12106718,pending,No Need to Worry,2025,Daniel Caesar,Clairo,Daniel Caesar,Clairo,featured,https://genius.com/Daniel-caesar-no-need-to-worry-lyrics,,
4627717,pending,HER Love,2019,Daniel Caesar,Common,Common,Daniel Caesar,featured,https://genius.com/Common-her-love-lyrics,,
2433806,pending,Come Through,2016,Daniel Caesar,Donnie (CAN),Donnie (CAN),Daniel Caesar,featured,https://genius.com/Donnie-can-come-through-lyrics,,
8982651,pending,Life of the Party,2019,Daniel Caesar,Donnie (CAN),Donnie (CAN),Daniel Caesar,featured,https://genius.com/Donnie-can-life-of-the-party-lyrics,,
12400675,pending,Coming Down,,Daniel Caesar,Ellie Goulding,Daniel Caesar,Ellie Goulding,featured,https://genius.com/Daniel-caesar-coming-down-lyrics,missing_release_year,
7565094,pending,careless,2022,Daniel Caesar,FKA twigs,FKA twigs,Daniel Caesar,featured,https://genius.com/Fka-twigs-careless-lyrics,,
8854180,pending,Sweet*,,Daniel Caesar,Fousheé,Daniel Caesar,Fousheé,featured,https://genius.com/Daniel-caesar-sweet-lyrics,missing_release_year,
4006872,pending,Beauty & Essex,2018,Daniel Caesar,Free Nationals,Free Nationals,Daniel Caesar,featured,https://genius.com/Free-nationals-beauty-and-essex-lyrics,,
3183199,pending,Best Part,2017,Daniel Caesar,H.E.R.,Daniel Caesar,H.E.R.,featured,https://genius.com/Daniel-caesar-best-part-lyrics,,
9936608,pending,Best Part (Mixed),2023,Daniel Caesar,H.E.R.,Daniel Caesar,H.E.R.,featured,https://genius.com/Daniel-caesar-best-part-mixed-lyrics,mix_or_compilation_risk,
4660979,pending,RESTORE THE FEELING,2019,Daniel Caesar,Jacob Collier,Daniel Caesar,Jacob Collier,featured,https://genius.com/Daniel-caesar-restore-the-feeling-lyrics,,
5059926,pending,Time Alone with You,2019,Daniel Caesar,Jacob Collier,Jacob Collier,Daniel Caesar,featured,https://genius.com/Jacob-collier-time-alone-with-you-lyrics,,
3606431,pending,"Figures, a Reprise",2018,Daniel Caesar,Jessie Reyez,Jessie Reyez,Daniel Caesar,featured,https://genius.com/Jessie-reyez-figures-a-reprise-lyrics,,
8982575,pending,God,2015,Daniel Caesar,JIIN,JIIN,Daniel Caesar,featured,https://genius.com/Jiin-god-lyrics,,
13319551,pending,Dime Bags,,Daniel Caesar,Jjared,Jjared,Daniel Caesar,featured,https://genius.com/Jjared-dime-bags-lyrics,missing_release_year,
12087542,pending,Father Time,,Daniel Caesar,Jjared,Daniel Caesar,Jjared,featured,https://genius.com/Daniel-caesar-father-time-lyrics,missing_release_year,
4660980,pending,SUPERPOSITION,2019,Daniel Caesar,John Mayer,Daniel Caesar,John Mayer,featured,https://genius.com/Daniel-caesar-superposition-lyrics,,
13058391,pending,40 LOVE,,Daniel Caesar,Justin Bieber,Justin Bieber,Daniel Caesar,featured,https://genius.com/Justin-bieber-40-love-lyrics,missing_release_year,
13058402,pending,Prom Day,,Daniel Caesar,Justin Bieber,Daniel Caesar,Justin Bieber,featured,https://genius.com/Daniel-caesar-prom-day-lyrics,missing_release_year,
6326342,pending,Peaches,2021,Daniel Caesar,Justin Bieber,Justin Bieber,Daniel Caesar,featured,https://genius.com/Justin-bieber-peaches-lyrics,,
13058755,pending,Say It,2015,Daniel Caesar,Kali Uchis,Daniel Caesar,Kali Uchis,featured,https://genius.com/Daniel-caesar-say-it-lyrics,,
2887594,pending,Get You,2016,Daniel Caesar,Kali Uchis,Daniel Caesar,Kali Uchis,featured,https://genius.com/Daniel-caesar-get-you-lyrics,,
13545424,pending,Koming In Hot,2017,Daniel Caesar,Kali Uchis,Kali Uchis,Daniel Caesar,featured,https://genius.com/Kali-uchis-koming-in-hot-lyrics,,
8871927,pending,JOAQUINA’S WORLD,2020,Daniel Caesar,Keavan Yazdani,Keavan Yazdani,Daniel Caesar,featured,https://genius.com/Keavan-yazdani-joaquinas-world-lyrics,,
6684236,pending,Primal,,Daniel Caesar,Lil Xero,Lil Xero,Daniel Caesar,featured,https://genius.com/Lil-xero-primal-lyrics,missing_release_year,
8763581,pending,REACH THE SUNSHINE.,2023,Daniel Caesar,Lil Yachty,Lil Yachty,Daniel Caesar,featured,https://genius.com/Lil-yachty-reach-the-sunshine-lyrics,,
13711645,pending,Blue,2026,Daniel Caesar,MILLENNIUM PARADE,MILLENNIUM PARADE,Daniel Caesar,featured,https://genius.com/Millennium-parade-blue-lyrics,,
8982699,pending,Give Me Jesus,2012,Daniel Caesar,Norwill Simmonds,Norwill Simmonds,Daniel Caesar,featured,https://genius.com/Norwill-simmonds-give-me-jesus-lyrics,,
7607562,pending,Invincible,2022,Daniel Caesar,Omar Apollo,Omar Apollo,Daniel Caesar,featured,https://genius.com/Omar-apollo-invincible-lyrics,,
8938991,pending,Buyer’s Remorse,2023,Daniel Caesar,Omar Apollo,Daniel Caesar,Omar Apollo,featured,https://genius.com/Daniel-caesar-buyers-remorse-lyrics,,
3796135,pending,Forever Always,2018,Daniel Caesar,Peter CottonTale,Peter CottonTale,Daniel Caesar,featured,https://genius.com/Peter-cottontale-forever-always-lyrics,,
4660977,pending,FRONTAL LOBE MUZIK,2019,Daniel Caesar,Pharrell Williams,Daniel Caesar,Pharrell Williams,featured,https://genius.com/Daniel-caesar-frontal-lobe-muzik-lyrics,,
9001103,pending,Valentina (Bonus),2023,Daniel Caesar,Rick Ross,Daniel Caesar,Rick Ross,featured,https://genius.com/Daniel-caesar-valentina-bonus-lyrics,,
2424749,pending,West,2016,Daniel Caesar,River Tiber,River Tiber,Daniel Caesar,featured,https://genius.com/River-tiber-west-lyrics,,
12466484,pending,Rain Down,2025,Daniel Caesar,Sampha,Daniel Caesar,Sampha,featured,https://genius.com/Daniel-caesar-rain-down-lyrics,,
13426503,pending,COMPLEXITY THEORY,,Daniel Caesar,Sean Leon,Sean Leon,Daniel Caesar,featured,https://genius.com/Sean-leon-complexity-theory-lyrics,missing_release_year,
5580383,pending,Corona Blues,,Daniel Caesar,Sean Leon,Daniel Caesar,Sean Leon,featured,https://genius.com/Daniel-caesar-corona-blues-lyrics,missing_release_year,
9035196,pending,innocence*,,Daniel Caesar,Sean Leon,Daniel Caesar,Sean Leon,featured,https://genius.com/Daniel-caesar-innocence-lyrics,missing_release_year,
13426504,pending,WILLPOWER,,Daniel Caesar,Sean Leon,Sean Leon,Daniel Caesar,featured,https://genius.com/Sean-leon-willpower-lyrics,missing_release_year,
137643,pending,Pacific Coast Highway,2013,Daniel Caesar,Sean Leon,Sean Leon,Daniel Caesar,featured,https://genius.com/Sean-leon-pacific-coast-highway-lyrics,,
523694,pending,We’ll Always Have Paris,2014,Daniel Caesar,Sean Leon,Daniel Caesar,Sean Leon,featured,https://genius.com/Daniel-caesar-well-always-have-paris-lyrics,,
2342908,pending,Paradise,2015,Daniel Caesar,Sean Leon,Daniel Caesar,Sean Leon,featured,https://genius.com/Daniel-caesar-paradise-lyrics,,
2459045,pending,Matthew In the Middle,2016,Daniel Caesar,Sean Leon,Sean Leon,Daniel Caesar,featured,https://genius.com/Sean-leon-matthew-in-the-middle-lyrics,,
4660979,pending,RESTORE THE FEELING,2019,Daniel Caesar,Sean Leon,Daniel Caesar,Sean Leon,featured,https://genius.com/Daniel-caesar-restore-the-feeling-lyrics,,
6413817,pending,look at the stars,2021,Daniel Caesar,Sean Leon,Sean Leon,Daniel Caesar,featured,https://genius.com/Sean-leon-look-at-the-stars-lyrics,,
2461064,pending,Fill The Void,2016,Daniel Caesar,Stwo,Stwo,Daniel Caesar,featured,https://genius.com/Stwo-fill-the-void-lyrics,,
9001076,pending,Always (Bonus),2023,Daniel Caesar,Summer Walker,Daniel Caesar,Summer Walker,featured,https://genius.com/Daniel-caesar-always-bonus-lyrics,,
3183203,pending,Take Me Away,2017,Daniel Caesar,Syd,Daniel Caesar,Syd,featured,https://genius.com/Daniel-caesar-take-me-away-lyrics,,
12933093,pending,Answer My Call,,Daniel Caesar,"Tyler, The Creator","Tyler, The Creator",Daniel Caesar,featured,https://genius.com/Tyler-the-creator-answer-my-call-lyrics,missing_release_year,
10998014,pending,St. Chroma,2024,Daniel Caesar,"Tyler, The Creator","Tyler, The Creator",Daniel Caesar,featured,https://genius.com/Tyler-the-creator-st-chroma-lyrics,,
11058222,pending,St. Chroma (Test Pressing Version),2024,Daniel Caesar,"Tyler, The Creator","Tyler, The Creator",Daniel Caesar,featured,https://genius.com/Tyler-the-creator-st-chroma-test-pressing-version-lyrics,,
11022383,pending,Take Your Mask Off,2024,Daniel Caesar,"Tyler, The Creator","Tyler, The Creator",Daniel Caesar,featured,https://genius.com/Tyler-the-creator-take-your-mask-off-lyrics,,
11069148,pending,Take Your Mask Off (Test Pressing Version),2024,Daniel Caesar,"Tyler, The Creator","Tyler, The Creator",Daniel Caesar,featured,https://genius.com/Tyler-the-creator-take-your-mask-off-test-pressing-version-lyrics,,
12316979,pending,Touching God,2025,Daniel Caesar,Yebba,Daniel Caesar,Yebba,featured,https://genius.com/Daniel-caesar-touching-god-lyrics,,
1056891,pending,Heart of Mine,,Danielle Haim,Blake Mills,Blake Mills,Danielle Haim,featured,https://genius.com/Blake-mills-heart-of-mine-lyrics,missing_release_year,
7860195,pending,Days Ahead,2022,Danielle Haim,Bruce Hornsby,Bruce Hornsby,Danielle Haim,featured,https://genius.com/Bruce-hornsby-days-ahead-lyrics,,
80158,pending,Won’t Stop,2012,Danielle Haim,Childish Gambino,Childish Gambino,Danielle Haim,featured,https://genius.com/Childish-gambino-wont-stop-lyrics,,
145027,pending,You’re No Good,2013,Danielle Haim,Major Lazer,Major Lazer,Danielle Haim,featured,https://genius.com/Major-lazer-youre-no-good-lyrics,,
250197,pending,So Far,2013,Danielle Haim,Raydon,Raydon,Danielle Haim,featured,https://genius.com/Raydon-so-far-lyrics,,
585049,pending,Without You,2015,Danielle Haim,Tobias Jesso Jr.,Tobias Jesso Jr.,Danielle Haim,featured,https://genius.com/Tobias-jesso-jr-without-you-lyrics,,
4435314,pending,Hold You Now,2019,Danielle Haim,Vampire Weekend,Vampire Weekend,Danielle Haim,featured,https://genius.com/Vampire-weekend-hold-you-now-lyrics,,
4435434,pending,Married in a Gold Rush,2019,Danielle Haim,Vampire Weekend,Vampire Weekend,Danielle Haim,featured,https://genius.com/Vampire-weekend-married-in-a-gold-rush-lyrics,,
4435883,pending,We Belong Together,2019,Danielle Haim,Vampire Weekend,Vampire Weekend,Danielle Haim,featured,https://genius.com/Vampire-weekend-we-belong-together-lyrics,,
6288535,pending,The Stranger,2020,Dijon,Becky and the Birds,Dijon,Becky and the Birds,featured,https://genius.com/Dijon-the-stranger-lyrics,,
7046797,pending,IT’S ALL YOU KNOW*,,Dijon,BROCKHAMPTON,BROCKHAMPTON,Dijon,featured,https://genius.com/Brockhampton-its-all-you-know-lyrics,missing_release_year,
9604883,pending,ONE FIFTY,,Dijon,BROCKHAMPTON,BROCKHAMPTON,Dijon,featured,https://genius.com/Brockhampton-one-fifty-lyrics,missing_release_year,
12114109,pending,SUMMER CAMP,,Dijon,BROCKHAMPTON,BROCKHAMPTON,Dijon,featured,https://genius.com/Brockhampton-summer-camp-lyrics,missing_release_year,
6288535,pending,The Stranger,2020,Dijon,Dan Reeder,Dijon,Dan Reeder,featured,https://genius.com/Dijon-the-stranger-lyrics,,
6396412,pending,GHETTO PARTY,,Dijon,Jean Dawson,Jean Dawson,Dijon,featured,https://genius.com/Jean-dawson-ghetto-party-lyrics,missing_release_year,
6288535,pending,The Stranger,2020,Dijon,John C. Reilly,Dijon,John C. Reilly,featured,https://genius.com/Dijon-the-stranger-lyrics,,
8326255,pending,Get Around,2022,Dijon,Kenny Beats,Kenny Beats,Dijon,featured,https://genius.com/Kenny-beats-get-around-lyrics,,
10053798,pending,Aphid,2024,Dijon,Matt Champion,Matt Champion,Dijon,featured,https://genius.com/Matt-champion-aphid-lyrics,,
12072135,pending,ICANBEWHATEV2.2,,Dijon,Mk.gee,Mk.gee,Dijon,featured,https://genius.com/Mkgee-icanbewhatev22-lyrics,missing_release_year,
5092817,pending,On Me,2019,Dijon,Mulherin,Mulherin,Dijon,featured,https://genius.com/Mulherin-on-me-lyrics,,
5060099,pending,Trust3000,2019,Dijon,No Rome,No Rome,Dijon,featured,https://genius.com/No-rome-trust3000-lyrics,,
9452173,pending,Moonlit Breakers,2023,Dijon,Paul Dally,Paul Dally,Dijon,featured,https://genius.com/Paul-dally-moonlit-breakers-lyrics,,
6288535,pending,The Stranger,2020,Dijon,SACHI,Dijon,SACHI,featured,https://genius.com/Dijon-the-stranger-lyrics,,
6288535,pending,The Stranger,2020,Dijon,Tobias Jesso Jr.,Dijon,Tobias Jesso Jr.,featured,https://genius.com/Dijon-the-stranger-lyrics,,
4155998,pending,Makeup,2018,Dijon,Zack Villere,Zack Villere,Dijon,featured,https://genius.com/Zack-villere-makeup-lyrics,,
5259492,pending,Rope Swing,2020,Dijon,Zack Villere,Zack Villere,Dijon,featured,https://genius.com/Zack-villere-rope-swing-lyrics,,
7228130,pending,fitt,2021,Dua Saleh,Amaarae,Dua Saleh,Amaarae,featured,https://genius.com/Dua-saleh-fitt-lyrics,,
10631798,pending,Television,2024,Dua Saleh,Ambré,Dua Saleh,Ambré,featured,https://genius.com/Dua-saleh-television-lyrics,,
5930168,pending,RE(a)D,2020,Dua Saleh,Bas,Dua Saleh,Bas,featured,https://genius.com/Dua-saleh-read-lyrics,,
8601608,pending,Concentrate,2022,Dua Saleh,Billy Lemos,Billy Lemos,Dua Saleh,featured,https://genius.com/Billy-lemos-concentrate-lyrics,,
6120331,pending,Daydreams,2020,Dua Saleh,Chester Watson,Chester Watson,Dua Saleh,featured,https://genius.com/Chester-watson-daydreams-lyrics,,
6120330,pending,Fog,2020,Dua Saleh,Chester Watson,Chester Watson,Dua Saleh,featured,https://genius.com/Chester-watson-fog-lyrics,,
7312493,pending,pearls,2021,Dua Saleh,Chester Watson,Dua Saleh,Chester Watson,featured,https://genius.com/Dua-saleh-pearls-lyrics,,
11624305,pending,Smoking Death,2025,Dua Saleh,Dreamer Isioma,Dreamer Isioma,Dua Saleh,featured,https://genius.com/Dreamer-isioma-smoking-death-lyrics,,
7268683,pending,fav flav,2021,Dua Saleh,DUCKWRTH,Dua Saleh,DUCKWRTH,featured,https://genius.com/Dua-saleh-fav-flav-lyrics,,
13075033,pending,Anemic,2026,Dua Saleh,Gaidaa,Dua Saleh,Gaidaa,featured,https://genius.com/Dua-saleh-anemic-lyrics,,
10631799,pending,Coast,2024,Dua Saleh,Gallant,Dua Saleh,Gallant,featured,https://genius.com/Dua-saleh-coast-lyrics,,
7312492,pending,tic tic,2021,Dua Saleh,Haleek Maul,Dua Saleh,Haleek Maul,featured,https://genius.com/Dua-saleh-tic-tic-lyrics,,
10144986,pending,H2O,2024,Dua Saleh,Ms. Boogie,Ms. Boogie,Dua Saleh,featured,https://genius.com/Ms-boogie-h2o-lyrics,,
9288265,pending,What comes next,2023,Dua Saleh,Ragz Originale,Ragz Originale,Dua Saleh,featured,https://genius.com/Ragz-originale-what-comes-next-lyrics,,
10467371,pending,Unruly,2024,Dua Saleh,serpentwithfeet,Dua Saleh,serpentwithfeet,featured,https://genius.com/Dua-saleh-unruly-lyrics,,
4701128,pending,Survival,2019,Dua Saleh,Velvet Negroni,Dua Saleh,Velvet Negroni,featured,https://genius.com/Dua-saleh-survival-lyrics,,
5301613,pending,HELP YOURSELF,2020,Ethan Gruska,Adam Melchor,Adam Melchor,Ethan Gruska,featured,https://genius.com/Adam-melchor-help-yourself-lyrics,,
7860199,pending,Simple Prayer II,2022,Ethan Gruska,Bruce Hornsby,Bruce Hornsby,Ethan Gruska,featured,https://genius.com/Bruce-hornsby-simple-prayer-ii-lyrics,,
5172328,pending,Haiku4U,2020,Ethan Gruska,Lianne La Havas,Ethan Gruska,Lianne La Havas,featured,https://genius.com/Ethan-gruska-haiku4u-lyrics,,
5172330,pending,Blood in Rain,2020,Ethan Gruska,Moses Sumney,Ethan Gruska,Moses Sumney,featured,https://genius.com/Ethan-gruska-blood-in-rain-lyrics,,
5160568,pending,Enough for Now,2020,Ethan Gruska,Phoebe Bridgers,Ethan Gruska,Phoebe Bridgers,featured,https://genius.com/Ethan-gruska-enough-for-now-lyrics,,
6115786,pending,Lotta Love,2020,Flock of Dimes,Helado Negro,Helado Negro,Flock of Dimes,featured,https://genius.com/Helado-negro-lotta-love-lyrics,,
6475259,pending,Daffadowndilly,2021,Flock of Dimes,Tōth,Tōth,Flock of Dimes,featured,https://genius.com/Toth-daffadowndilly-lyrics,,
6475261,pending,Thirsty,2021,Flock of Dimes,Tōth,Tōth,Flock of Dimes,featured,https://genius.com/Toth-thirsty-lyrics,,
4805781,pending,I CRY 3,2019,Francis and the Lights,93PUNX,93PUNX,Francis and the Lights,featured,https://genius.com/93punx-and-vic-mensa-i-cry-3-lyrics,,
4600938,pending,Look What You’re Doing to Me,2019,Francis and the Lights,BANKS,BANKS,Francis and the Lights,featured,https://genius.com/Banks-look-what-youre-doing-to-me-lyrics,,
5649388,pending,You Still Take Me To the Light,2020,Francis and the Lights,Caroline Shaw,Francis and the Lights,Caroline Shaw,featured,https://genius.com/Francis-and-the-lights-you-still-take-me-to-the-light-lyrics,,
2823830,pending,Wild Love,2016,Francis and the Lights,Cashmere Cat,Cashmere Cat,Francis and the Lights,featured,https://genius.com/Cashmere-cat-wild-love-lyrics,,
7319640,pending,How To Go Crazy,,Francis and the Lights,Chance the Rapper,Chance the Rapper,Francis and the Lights,featured,https://genius.com/Chance-the-rapper-and-kanye-west-how-to-go-crazy-lyrics,missing_release_year,
465081,pending,Wonderful Everyday: Arthur,2014,Francis and the Lights,Chance the Rapper,Chance the Rapper,Francis and the Lights,featured,https://genius.com/Chance-the-rapper-and-the-social-experiment-wonderful-everyday-arthur-lyrics,,
2899286,pending,Dear Theodosia (Reprise),2016,Francis and the Lights,Chance the Rapper,Chance the Rapper,Francis and the Lights,featured,https://genius.com/Chance-the-rapper-dear-theodosia-reprise-lyrics,,
2472234,pending,Summer Friends,2016,Francis and the Lights,Chance the Rapper,Chance the Rapper,Francis and the Lights,featured,https://genius.com/Chance-the-rapper-summer-friends-lyrics,,
2835889,pending,We The People,2016,Francis and the Lights,Chance the Rapper,Chance the Rapper,Francis and the Lights,featured,https://genius.com/Chance-the-rapper-we-the-people-lyrics,,
3380239,pending,Family For,2017,Francis and the Lights,Chance the Rapper,Chance the Rapper,Francis and the Lights,featured,https://genius.com/Chance-the-rapper-and-jeremih-family-for-lyrics,,
4730281,pending,The Big Day,2019,Francis and the Lights,Chance the Rapper,Chance the Rapper,Francis and the Lights,featured,https://genius.com/Chance-the-rapper-the-big-day-lyrics,,
5649388,pending,You Still Take Me To the Light,2020,Francis and the Lights,Chance the Rapper,Francis and the Lights,Chance the Rapper,featured,https://genius.com/Francis-and-the-lights-you-still-take-me-to-the-light-lyrics,,
55395,pending,Celebration,2011,Francis and the Lights,Das Racist,Das Racist,Francis and the Lights,featured,https://genius.com/Das-racist-celebration-lyrics,,
2840416,pending,Eiffel Tower,2011,Francis and the Lights,inc. no world,Francis and the Lights,inc. no world,featured,https://genius.com/Francis-and-the-lights-eiffel-tower-lyrics,,
5335876,pending,I Believe in You,2020,Francis and the Lights,Kacy Hill,Kacy Hill,Francis and the Lights,featured,https://genius.com/Kacy-hill-i-believe-in-you-lyrics,,
8969020,pending,So Happy,,Francis and the Lights,Kassa Overall,Kassa Overall,Francis and the Lights,featured,https://genius.com/Kassa-overall-so-happy-lyrics,missing_release_year,
8969024,pending,Going Up,2023,Francis and the Lights,Kassa Overall,Kassa Overall,Francis and the Lights,featured,https://genius.com/Kassa-overall-going-up-lyrics,,
2919081,pending,It’s Alrite 2 Cry,,Francis and the Lights,Kool A.D.,Kool A.D.,Francis and the Lights,featured,https://genius.com/Kool-ad-its-alrite-2-cry-lyrics,missing_release_year,
6808777,pending,METTA WORLD PEACE,2021,Francis and the Lights,Lil Dicky,Francis and the Lights,Lil Dicky,featured,https://genius.com/Francis-and-the-lights-metta-world-peace-lyrics,,
197548,pending,Something Better,2010,Francis and the Lights,Lyrics Born,Lyrics Born,Francis and the Lights,featured,https://genius.com/Lyrics-born-something-better-lyrics,,
12869976,pending,Sold Out,2025,Gracie Abrams,Aaron Dessner,Gracie Abrams,Aaron Dessner,featured,https://genius.com/Gracie-abrams-sold-out-lyrics,,
2981719,pending,Barely Breathing,2015,Gracie Abrams,Annie Schindel,Gracie Abrams,Annie Schindel,featured,https://genius.com/Gracie-abrams-barely-breathing-lyrics,,
12243263,pending,The Secret of Us Tour Dates,,Gracie Abrams,Ashe,Gracie Abrams,Ashe,featured,https://genius.com/Gracie-abrams-the-secret-of-us-tour-dates-annotated,annotation_or_non_song_risk;missing_release_year,
12251153,pending,Minibar,2026,Gracie Abrams,Audrey Hobert,Gracie Abrams,Audrey Hobert,featured,https://genius.com/Gracie-abrams-minibar-lyrics,,
9784837,pending,Next to you,2015,Gracie Abrams,Dapurr,Dapurr,Gracie Abrams,featured,https://genius.com/Dapurr-next-to-you-lyrics,,
9777455,pending,Something Cold,2015,Gracie Abrams,Dapurr,Dapurr,Gracie Abrams,featured,https://genius.com/Dapurr-something-cold-lyrics,,
9350628,pending,You treat me like you hate me,2016,Gracie Abrams,Dapurr,Dapurr,Gracie Abrams,featured,https://genius.com/Dapurr-you-treat-me-like-you-hate-me-lyrics,,
9784667,pending,Benz,2017,Gracie Abrams,Dapurr,Dapurr,Gracie Abrams,featured,https://genius.com/Dapurr-benz-lyrics,,
12243263,pending,The Secret of Us Tour Dates,,Gracie Abrams,Djo,Gracie Abrams,Djo,featured,https://genius.com/Gracie-abrams-the-secret-of-us-tour-dates-annotated,annotation_or_non_song_risk;missing_release_year,
12243263,pending,The Secret of Us Tour Dates,,Gracie Abrams,Dora Jar,Gracie Abrams,Dora Jar,featured,https://genius.com/Gracie-abrams-the-secret-of-us-tour-dates-annotated,annotation_or_non_song_risk;missing_release_year,
11613403,pending,Did I Really Love You?,,Gracie Abrams,FINNEAS,Gracie Abrams,FINNEAS,featured,https://genius.com/Gracie-abrams-did-i-really-love-you-lyrics,missing_release_year,
12243263,pending,The Secret of Us Tour Dates,,Gracie Abrams,Griff,Gracie Abrams,Griff,featured,https://genius.com/Gracie-abrams-the-secret-of-us-tour-dates-annotated,annotation_or_non_song_risk;missing_release_year,
12986879,pending,lost you,2021,Gracie Abrams,never (neverend666),never (neverend666),Gracie Abrams,featured,https://genius.com/Never-neverend666-lost-you-lyrics,,
12243263,pending,The Secret of Us Tour Dates,,Gracie Abrams,ROLE MODEL,Gracie Abrams,ROLE MODEL,featured,https://genius.com/Gracie-abrams-the-secret-of-us-tour-dates-annotated,annotation_or_non_song_risk;missing_release_year,
4331081,pending,Please dont runaway // “stay with me”,2018,Gracie Abrams,Ryotabu,Ryotabu,Gracie Abrams,featured,https://genius.com/Ryotabu-please-dont-runaway-stay-with-me-lyrics,,
11494841,pending,Call Me When You Break Up,2025,Gracie Abrams,Selena Gomez,Selena Gomez,Gracie Abrams,featured,https://genius.com/Selena-gomez-and-benny-blanco-call-me-when-you-break-up-lyrics,,
3018637,pending,Pad Thai,2017,Gracie Abrams,TJANI,TJANI,Gracie Abrams,featured,https://genius.com/Tjani-pad-thai-lyrics,,
5748267,pending,Do I Know U,2020,Gracie Abrams,Yung Vex,Yung Vex,Gracie Abrams,featured,https://genius.com/Yung-vex-do-i-know-u-lyrics,,
558081,pending,Pray to God,2014,HAIM,Calvin Harris,Calvin Harris,HAIM,featured,https://genius.com/Calvin-harris-pray-to-god-lyrics,,
11442395,pending,Pray to God (Calvin Harris vs. Mike Pickering Hscienda Extended Mix),2015,HAIM,Calvin Harris,Calvin Harris,HAIM,featured,https://genius.com/Calvin-harris-pray-to-god-calvin-harris-vs-mike-pickering-hscienda-extended-mix-lyrics,,
12630663,pending,Emergency Love (feat. HAIM),,HAIM,Carly Rae Jepsen,Carly Rae Jepsen,HAIM,featured,https://genius.com/Carly-rae-jepsen-emergency-love-feat-haim-lyrics,missing_release_year,
4627500,pending,Warm,2019,HAIM,Charli xcx,Charli xcx,HAIM,featured,https://genius.com/Charli-xcx-warm-lyrics,,
4328159,pending,So Bad,2019,HAIM,Gesaffelstein,Gesaffelstein,HAIM,featured,https://genius.com/Gesaffelstein-so-bad-lyrics,,
5338941,pending,I Liked an Instagram Post,2020,HAIM,Jimmy Fallon,Jimmy Fallon,HAIM,featured,https://genius.com/Jimmy-fallon-i-liked-an-instagram-post-lyrics,,
133893,pending,Red Eye,2013,HAIM,Kid Cudi,Kid Cudi,HAIM,featured,https://genius.com/Kid-cudi-red-eye-lyrics,,
3444062,pending,Strong Enough,2013,HAIM,Lorde,HAIM,Lorde,featured,https://genius.com/Haim-strong-enough-lyrics,,
