track_title,album,release_year,song_id,genius_url,source_artist,target_artist,role
Breaking,,2019.0,5098105,https://genius.com/Theodore-shapiro-breaking-lyrics,Theodore Shapiro,Caroline Shaw,featured
Breathe,,2008.0,98894,https://genius.com/Taylor-swift-breathe-lyrics,Taylor Swift,Colbie Caillat,featured
Breathe (Taylor’s Version),,2021.0,6478843,https://genius.com/Taylor-swift-breathe-taylors-version-lyrics,Taylor Swift,Colbie Caillat,featured
Breathe In Breathe Out,,2004.0,3397,https://genius.com/Kanye-west-breathe-in-breathe-out-lyrics,Kanye West,Ludacris,featured
Bridge Over Troubled Water,,2024.0,9728794,https://genius.com/Jacob-collier-bridge-over-troubled-water-lyrics,Jacob Collier,John Legend,featured
Brigade Level Formation,,2003.0,509426,https://genius.com/Olskool-ice-gre-brigade-level-formation-lyrics,Olskool Ice-Gre,Kanye West,featured
Brigade Level Formation (2003),,,13102254,https://genius.com/Olskool-ice-gre-brigade-level-formation-2003-lyrics,Olskool Ice-Gre,Kanye West,featured
Bring Me Down,,2005.0,3137,https://genius.com/Kanye-west-bring-me-down-lyrics,Kanye West,Brandy,featured
Broke The Handle Off,,2025.0,12471804,https://genius.com/Cole-davis-broke-the-handle-off-lyrics,Cole Davis,Aaron Rice,featured
Broke Up,,2018.0,3962454,https://genius.com/Lil-wayne-broke-up-lyrics,Lil Wayne,Rick Ross,featured
Brooklyn Go Hard,,2008.0,42,https://genius.com/Jay-z-brooklyn-go-hard-lyrics,JAŸ-Z,Santigold,featured
Brotha Man,,2018.0,3739706,https://genius.com/A-ap-rocky-brotha-man-lyrics,A$AP Rocky,French Montana,featured
Brothers,,2019.0,4628690,https://genius.com/Kanye-west-brothers-lyrics,Kanye West,Charlie Wilson,featured
Brought My Love,,2023.0,8796806,https://genius.com/Diddy-brought-my-love-lyrics,Diddy,The-Dream,featured
Brown Paper Bag,,2007.0,989,https://genius.com/Dj-khaled-brown-paper-bag-lyrics,DJ Khaled,Jeezy,featured
Brown Paper Bag,,2007.0,989,https://genius.com/Dj-khaled-brown-paper-bag-lyrics,DJ Khaled,Lil Wayne,featured
Brown Paper Bag,,2007.0,989,https://genius.com/Dj-khaled-brown-paper-bag-lyrics,DJ Khaled,Fat Joe,featured
Brown Paper Bag,,2007.0,989,https://genius.com/Dj-khaled-brown-paper-bag-lyrics,DJ Khaled,Rick Ross,featured
Bubbly,,2021.0,7290862,https://genius.com/Young-thug-bubbly-lyrics,Young Thug,Drake,featured
Bubbly,,2021.0,7290862,https://genius.com/Young-thug-bubbly-lyrics,Young Thug,Travis Scott,featured
Building,,,10713529,https://genius.com/Kanye-west-building-lyrics,Kanye West,JAŸ-Z,featured
Bullet,,2008.0,1837563,https://genius.com/Dj-khaled-bullet-lyrics,DJ Khaled,Rick Ross,featured
Bull’s-Eye (Suddenly),,2005.0,181900,https://genius.com/Syleena-johnson-bulls-eye-suddenly-lyrics,Syleena Johnson,Common,featured
Bury Me,,,13233396,https://genius.com/Kendrick-lamar-bury-me-lyrics,Kendrick Lamar,Kanye West,featured
Bury Me a G,,2012.0,78674,https://genius.com/Rick-ross-bury-me-a-g-lyrics,Rick Ross,T.I.,featured
Buy Back The Block (Refinance Version),,2017.0,3009524,https://genius.com/Rick-ross-buy-back-the-block-refinance-version-lyrics,Rick Ross,Fat Joe,featured
Buy Back the Block,,2016.0,2887130,https://genius.com/Rick-ross-buy-back-the-block-lyrics,Rick Ross,Gucci Mane,featured
Buy Back the Block,,2016.0,2887130,https://genius.com/Rick-ross-buy-back-the-block-lyrics,Rick Ross,2 Chainz,featured
Buy a Heart,,2014.0,601816,https://genius.com/Nicki-minaj-buy-a-heart-lyrics,Nicki Minaj,Meek Mill,featured
Buy a Heart (Target Version),,2014.0,7705094,https://genius.com/Nicki-minaj-buy-a-heart-target-version-lyrics,Nicki Minaj,Meek Mill,featured
Buyer’s Remorse,,2023.0,8938991,https://genius.com/Daniel-caesar-buyers-remorse-lyrics,Daniel Caesar,Omar Apollo,featured
By Any Means,,2011.0,49989,https://genius.com/Wale-by-any-means-lyrics,Wale,Meek Mill,featured
By Any Means,,2011.0,49989,https://genius.com/Wale-by-any-means-lyrics,Wale,Rick Ross,featured
By Your Side (J.Lauryn Reference),,,9148998,https://genius.com/Kanye-west-by-your-side-jlauryn-reference-lyrics,Kanye West,J.Lauryn,featured
Bye Bye Baby,,,5101300,https://genius.com/Kanye-west-bye-bye-baby-lyrics,Kanye West,Mykki Blanco,featured
C.O.L.O.U.R.S.,,2007.0,101980,https://genius.com/Fonzworth-bentley-colours-lyrics,Fonzworth Bentley,Lil Wayne,featured
CALL ME TRAVIS SCOTT THE WAY I JACKBOYS,,,12263045,https://genius.com/Yeezy-travis-call-me-travis-scott-the-way-i-jackboys-lyrics,Yeezy Travis,Travis Scott,featured
CALL ME TRAVIS SCOTT THE WAY I JACKBOYS,,,12263045,https://genius.com/Yeezy-travis-call-me-travis-scott-the-way-i-jackboys-lyrics,Yeezy Travis,Kanye West,featured
CAN’T SAY,,2018.0,3876999,https://genius.com/Travis-scott-cant-say-lyrics,Travis Scott,Don Toliver,featured
CARNIVAL,,2024.0,10035948,https://genius.com/Kanye-west-and-ty-dolla-sign-carnival-lyrics,"¥$, Kanye West & Ty Dolla $ign",Rich The Kid,featured
CARNIVAL,,2024.0,10035948,https://genius.com/Kanye-west-and-ty-dolla-sign-carnival-lyrics,"¥$, Kanye West & Ty Dolla $ign",Playboi Carti,featured
CARNIVAL (ACAPELLA),,2024.0,10061614,https://genius.com/Kanye-west-and-ty-dolla-sign-carnival-acapella-lyrics,"¥$, Kanye West & Ty Dolla $ign",Rich The Kid,featured
CARNIVAL (ACAPELLA),,2024.0,10061614,https://genius.com/Kanye-west-and-ty-dolla-sign-carnival-acapella-lyrics,"¥$, Kanye West & Ty Dolla $ign",Playboi Carti,featured
CARNIVAL (Clean),,2024.0,10069669,https://genius.com/Kanye-west-and-ty-dolla-sign-carnival-clean-lyrics,"¥$, Kanye West & Ty Dolla $ign",Rich The Kid,featured
CARNIVAL (Clean),,2024.0,10069669,https://genius.com/Kanye-west-and-ty-dolla-sign-carnival-clean-lyrics,"¥$, Kanye West & Ty Dolla $ign",Playboi Carti,featured
CAROUSEL,,2018.0,3876992,https://genius.com/Travis-scott-carousel-lyrics,Travis Scott,Frank Ocean,featured
CAROUSEL (Original),,,13572109,https://genius.com/Travis-scott-carousel-original-lyrics,Travis Scott,Frank Ocean,featured
CASH COW,,,10932455,https://genius.com/Kanye-west-cash-cow-lyrics,Kanye West,Skepta,featured
CHAMPIONS,,,12665840,https://genius.com/The-pastelle-collective-yedits-champions-lyrics,The Pastelle Collective (Yedits),Quavo,featured
CHAMPIONS,,,12665840,https://genius.com/The-pastelle-collective-yedits-champions-lyrics,The Pastelle Collective (Yedits),Travis Scott,featured
CHAMPIONS,,,12665840,https://genius.com/The-pastelle-collective-yedits-champions-lyrics,The Pastelle Collective (Yedits),Gucci Mane,featured
CHAMPIONS,,,12665840,https://genius.com/The-pastelle-collective-yedits-champions-lyrics,The Pastelle Collective (Yedits),Big Sean,featured
CHAMPIONS,,,12665840,https://genius.com/The-pastelle-collective-yedits-champions-lyrics,The Pastelle Collective (Yedits),2 Chainz,featured
CIRCUS MAXIMUS,,2023.0,9368448,https://genius.com/Travis-scott-circus-maximus-lyrics,Travis Scott,The Weeknd,featured
CIRCUS MAXIMUS,,2023.0,9368448,https://genius.com/Travis-scott-circus-maximus-lyrics,Travis Scott,Swae Lee,featured
CITY OF CHI,,2025.0,7667908,https://genius.com/Ye-city-of-chi-lyrics,Ye,Don Toliver,featured
CLOSE,,2018.0,3538533,https://genius.com/Rae-sremmurd-swae-lee-and-slim-jxmmi-close-lyrics,Rae Sremmurd,Travis Scott,featured
COME 4 ¥E,,2026.0,13300533,https://genius.com/Cancer-merchant-come-4-e-lyrics,Cancer Merchant,Kanye West,featured
COMPLEXITY THEORY,,,13426503,https://genius.com/Sean-leon-complexity-theory-lyrics,Sean Leon,Daniel Caesar,featured
CR@SH,,2024.0,9926773,https://genius.com/Strick-cr-sh-lyrics,Strick,Travis Scott,featured
CUT EM IN,,2020.0,5863040,https://genius.com/Anderson-paak-cut-em-in-lyrics,Anderson .Paak,Rick Ross,featured
Call Me When You Break Up,,2025.0,11494841,https://genius.com/Selena-gomez-and-benny-blanco-call-me-when-you-break-up-lyrics,Selena Gomez,Gracie Abrams,featured
Call Some Hoes,,2004.0,13311,https://genius.com/Chamillionaire-call-some-hoes-lyrics,Chamillionaire,Stat Quo,featured
Call Some Hoes,,2004.0,13311,https://genius.com/Chamillionaire-call-some-hoes-lyrics,Chamillionaire,Kanye West,featured
Calm (Interlude),,2018.0,9893404,https://genius.com/Kanye-west-calm-interlude-lyrics,Kanye West,Ty Dolla $ign,featured
Calm (Interlude),,2018.0,9893404,https://genius.com/Kanye-west-calm-interlude-lyrics,Kanye West,Ant Clemons,featured
Can We,,2020.0,6006399,https://genius.com/Jim-e-stack-can-we-lyrics,Jim-E Stack,Kacy Hill,featured
Can u be-Kanye west (Ultimate version),,,11314281,https://genius.com/Kanyes-1-fan-can-u-be-kanye-west-ultimate-version-lyrics,Kanyes #1 fan,Travis Scott,featured
Canción Mixteca,,2010.0,2048472,https://genius.com/The-chieftains-cancion-mixteca-lyrics,The Chieftains,Los Tigres Del Norte,featured
Canción Mixteca,,2010.0,2048472,https://genius.com/The-chieftains-cancion-mixteca-lyrics,The Chieftains,Ry Cooder,featured
Canción Mixteca (Intro),,2010.0,5673511,https://genius.com/The-chieftains-cancion-mixteca-intro-lyrics,The Chieftains,Van Dyke Parks,featured
Canción Mixteca (Intro),,2010.0,5673511,https://genius.com/The-chieftains-cancion-mixteca-intro-lyrics,The Chieftains,Ry Cooder,featured
Candy*,,,11343364,https://genius.com/Travis-scott-candy-lyrics,Travis Scott,DJ Khaled,featured
Cannon Balls,,,7747405,https://genius.com/Justin-bieber-cannon-balls-lyrics,Justin Bieber,Taylor Swift,featured
Can’t Afford It,,2018.0,3765946,https://genius.com/Rich-the-kid-cant-afford-it-lyrics,Rich The Kid,Pusha T,featured
Can’t Be My Lover,,2008.0,200022,https://genius.com/John-legend-cant-be-my-lover-lyrics,John Legend,Buju Banton,featured
Can’t Feel My Face,,2015.0,2378514,https://genius.com/Rick-ross-cant-feel-my-face-lyrics,Rick Ross,The Weeknd,featured
Can’t Get Over Me,,,8394138,https://genius.com/Kanye-west-cant-get-over-me-lyrics,Kanye West,Bon Iver,featured
Can’t Get Over Me,,,8394138,https://genius.com/Kanye-west-cant-get-over-me-lyrics,Kanye West,The-Dream,featured
Can’t Hide From Luv,,2005.0,509916,https://genius.com/Mary-j-blige-cant-hide-from-luv-lyrics,Mary J. Blige,JAŸ-Z,featured
Can’t Knock the Hustle,,1996.0,267,https://genius.com/Jay-z-cant-knock-the-hustle-lyrics,JAŸ-Z,Mary J. Blige,featured
Can’t Knock the Hustle / Family Affair (MTV Unplugged),,2001.0,2450602,https://genius.com/Jay-z-cant-knock-the-hustle-family-affair-mtv-unplugged-lyrics,JAŸ-Z,Mary J. Blige,featured
Can’t Look In My Eyes,,2014.0,2870350,https://genius.com/Kid-cudi-cant-look-in-my-eyes-lyrics,Kid Cudi,Kanye West,featured
Can’t Say Goodbye,,2008.0,42959,https://genius.com/Snoop-dogg-cant-say-goodbye-lyrics,Snoop Dogg,Charlie Wilson,featured
Can’t Stop,,2014.0,515519,https://genius.com/Theophilus-london-cant-stop-lyrics,Theophilus London,Kanye West,featured
Can’t Stop My Love,,2013.0,8222005,https://genius.com/The-madd-rapper-cant-stop-my-love-lyrics,The Madd Rapper,Kanye West,featured
Can’t Tell Me Nothing (Sunday Service Choir),,2020.0,5712029,https://genius.com/Kanye-west-cant-tell-me-nothing-sunday-service-choir-lyrics,Kanye West,Sunday Service Choir,featured
Car #85,,2020.0,5869598,https://genius.com/Nas-car-85-lyrics,Nas,Charlie Wilson,featured
Carnival (Version 1),,,9840705,https://genius.com/Kanye-west-and-ty-dolla-sign-carnival-version-1-lyrics,"¥$, Kanye West & Ty Dolla $ign",Rich The Kid,featured
Carolan’s Concerto (The Celtic Harp version),,1993.0,12109145,https://genius.com/The-chieftains-carolans-concerto-the-celtic-harp-version-lyrics,The Chieftains,The Belfast Harp Orchestra,featured
Carolina Rua / The Ladies Pantalettes,,2012.0,6445387,https://genius.com/The-chieftains-carolina-rua-the-ladies-pantalettes-lyrics,The Chieftains,Imelda May,featured
Cash App,,2019.0,4242213,https://genius.com/Dreezy-cash-app-lyrics,Dreezy,Offset,featured
Cash Cow*,,,10758570,https://genius.com/Skepta-cash-cow-lyrics,Skepta,Kanye West,featured
Cash to Burn,,2019.0,10200416,https://genius.com/Kanye-west-cash-to-burn-lyrics,Kanye West,Ant Clemons,featured
Cash to Burn (Reference),,,5204844,https://genius.com/Kanye-west-cash-to-burn-reference-lyrics,Kanye West,Styles P,featured
Cash to Burn (Reference),,,5204844,https://genius.com/Kanye-west-cash-to-burn-reference-lyrics,Kanye West,Kenny G,featured
Castles Crumbling (Taylor’s Version) [From The Vault],,2023.0,4499925,https://genius.com/Taylor-swift-castles-crumbling-taylors-version-from-the-vault-lyrics,Taylor Swift,Hayley Williams,featured
Castro,,2016.0,2932773,https://genius.com/Yo-gotti-castro-lyrics,Yo Gotti,2 Chainz,featured
Castro,,2016.0,2932773,https://genius.com/Yo-gotti-castro-lyrics,Yo Gotti,Quavo,featured
Castro,,2016.0,2932773,https://genius.com/Yo-gotti-castro-lyrics,Yo Gotti,Big Sean,featured
Castro,,2016.0,2932773,https://genius.com/Yo-gotti-castro-lyrics,Yo Gotti,Kanye West,featured
Catalog of Unabashed Gratitude,,2021.0,6527833,https://genius.com/Ross-gay-catalog-of-unabashed-gratitude-annotated,Ross Gay,Bon Iver,featured
Caught Their Eyes,,2017.0,3138627,https://genius.com/Jay-z-caught-their-eyes-lyrics,JAŸ-Z,Frank Ocean,featured
Caught Up,,2012.0,7146460,https://genius.com/The-world-famous-tony-williams-caught-up-lyrics,The World Famous Tony Williams,CyHi,featured
Celebration,,2011.0,55395,https://genius.com/Das-racist-celebration-lyrics,Das Racist,Francis and the Lights,featured
Chain Heavy,,2010.0,1964,https://genius.com/Kanye-west-chain-heavy-lyrics,Kanye West,Talib Kweli,featured
Chain Heavy,,2010.0,1964,https://genius.com/Kanye-west-chain-heavy-lyrics,Kanye West,Consequence,featured
Chakras,,,4984295,https://genius.com/Kanye-west-chakras-lyrics,Kanye West,The-Dream,featured
Chakras (Dreezy Reference),,,6251854,https://genius.com/Kanye-west-chakras-dreezy-reference-lyrics,Kanye West,The-Dream,featured
Chakras (Dreezy Reference),,,6251854,https://genius.com/Kanye-west-chakras-dreezy-reference-lyrics,Kanye West,Dreezy,featured
Chakras/We Free,,,6376768,https://genius.com/Kanye-west-chakras-we-free-lyrics,Kanye West,Desiigner,featured
Chakras/We Free,,,6376768,https://genius.com/Kanye-west-chakras-we-free-lyrics,Kanye West,The-Dream,featured
Chakras/We Free,,,6376768,https://genius.com/Kanye-west-chakras-we-free-lyrics,Kanye West,Jeremih,featured
Chakras/We Free,,,6376768,https://genius.com/Kanye-west-chakras-we-free-lyrics,Kanye West,Ant Clemons,featured
Champion,,2012.0,69579,https://genius.com/Nicki-minaj-champion-lyrics,Nicki Minaj,Nas,featured
Champion,,2012.0,69579,https://genius.com/Nicki-minaj-champion-lyrics,Nicki Minaj,Drake,featured
Champion,,2012.0,69579,https://genius.com/Nicki-minaj-champion-lyrics,Nicki Minaj,Jeezy,featured
Champions Snippet,,2002.0,10095579,https://genius.com/Kanye-west-champions-snippet-lyrics,Kanye West,Dame Dash,featured
Chance the Rapper Oyster Magazine Interview,,,268765,https://genius.com/Oyster-magazine-chance-the-rapper-oyster-magazine-interview-annotated,Oyster Magazine,Chance the Rapper,featured
Change Clothes,,2003.0,717,https://genius.com/Jay-z-change-clothes-lyrics,JAŸ-Z,Pharrell Williams,featured
Change Clothes (The Grey Album),,2004.0,4215035,https://genius.com/Danger-mouse-change-clothes-the-grey-album-lyrics,Danger Mouse,JAŸ-Z,featured
Changing Lanes,,2003.0,13748,https://genius.com/Chops-changing-lanes-lyrics,CHOPS,Kanye West,featured
Chano (Mr. #1 Dubplate),,,3207371,https://genius.com/Chance-the-rapper-chano-mr-1-dubplate-lyrics,Chance the Rapper,James Fauntleroy,featured
Chaz Interlude,,2013.0,154130,https://genius.com/Travis-scott-chaz-interlude-lyrics,Travis Scott,Toro y Moi,featured
Cheat On You,,1997.0,30482,https://genius.com/Ma-e-cheat-on-you-lyrics,Ma$e,JAŸ-Z,featured
Check (Bonus),,2019.0,5496685,https://genius.com/Lamont-lawrence-check-bonus-lyrics,Lamont Lawrence,Lil Animus,featured
Chemicals Make You Small,,2026.0,13301879,https://genius.com/Hammock-chemicals-make-you-small-lyrics,Hammock,The Flaming Lips,featured
Chi-Town,,2005.0,3893226,https://genius.com/Rhymefest-chi-town-lyrics,Rhymefest,Twista,featured
Chi-Town,,2005.0,3893226,https://genius.com/Rhymefest-chi-town-lyrics,Rhymefest,Kanye West,featured
Chicago Shit,,2006.0,7308974,https://genius.com/Shawnna-chicago-shit-lyrics,Shawnna,Kanye West,featured
Children of the Moon,,2012.0,1155412,https://genius.com/The-flaming-lips-children-of-the-moon-lyrics,The Flaming Lips,Tame Impala,featured
Childs Play,,2014.0,387116,https://genius.com/Sza-childs-play-lyrics,SZA,Chance the Rapper,featured
Christian Dior Denim Flow,,2010.0,1410,https://genius.com/Kanye-west-christian-dior-denim-flow-lyrics,Kanye West,Kid Cudi,featured
Christian Dior Denim Flow,,2010.0,1410,https://genius.com/Kanye-west-christian-dior-denim-flow-lyrics,Kanye West,John Legend,featured
Christian Dior Denim Flow,,2010.0,1410,https://genius.com/Kanye-west-christian-dior-denim-flow-lyrics,Kanye West,Ryan Leslie,featured
Christian Dior Denim Flow,,2010.0,1410,https://genius.com/Kanye-west-christian-dior-denim-flow-lyrics,Kanye West,Pusha T,featured
Christian Dior Denim Flow,,2010.0,1410,https://genius.com/Kanye-west-christian-dior-denim-flow-lyrics,Kanye West,Lloyd Banks,featured
Christmas In Harlem,,2010.0,62182,https://genius.com/Kanye-west-christmas-in-harlem-lyrics,Kanye West,CyHi,featured
Christmas In Harlem,,2010.0,62182,https://genius.com/Kanye-west-christmas-in-harlem-lyrics,Kanye West,Teyana Taylor,featured
Christmas In Harlem (Original),,,13250432,https://genius.com/Kanye-west-christmas-in-harlem-original-lyrics,Kanye West,CyHi,featured
Christmas In Harlem (Original),,,13250432,https://genius.com/Kanye-west-christmas-in-harlem-original-lyrics,Kanye West,Teyana Taylor,featured
Christmas In Harlem (UnCut 9 Min Version),,2010.0,13530494,https://genius.com/Kanye-west-christmas-in-harlem-uncut-9-min-version-lyrics,Kanye West,CyHi,featured
Christmas In Harlem (UnCut 9 Min Version),,2010.0,13530494,https://genius.com/Kanye-west-christmas-in-harlem-uncut-9-min-version-lyrics,Kanye West,Teyana Taylor,featured
Christmas In Harlem (UnCut 9 Min Version),,2010.0,13530494,https://genius.com/Kanye-west-christmas-in-harlem-uncut-9-min-version-lyrics,Kanye West,Pusha T,featured
Christmas In Harlem (UnCut 9 Min Version),,2010.0,13530494,https://genius.com/Kanye-west-christmas-in-harlem-uncut-9-min-version-lyrics,Kanye West,Vado,featured
Christmas In Harlem (UnCut 9 Min Version),,2010.0,13530494,https://genius.com/Kanye-west-christmas-in-harlem-uncut-9-min-version-lyrics,Kanye West,Big Sean,featured
Christmas In Harlem (UnCut 9 Min Version),,2010.0,13530494,https://genius.com/Kanye-west-christmas-in-harlem-uncut-9-min-version-lyrics,Kanye West,Cam’ron,featured
Christmas In Harlem (UnCut 9 Min Version),,2010.0,13530494,https://genius.com/Kanye-west-christmas-in-harlem-uncut-9-min-version-lyrics,Kanye West,Jim Jones,featured
Christmas In Harlem (UnCut 9 Min Version),,2010.0,13530494,https://genius.com/Kanye-west-christmas-in-harlem-uncut-9-min-version-lyrics,Kanye West,Musiq Soulchild,featured
Christmas in Harlem (GOOD Fridays Version),,2010.0,2658,https://genius.com/Kanye-west-christmas-in-harlem-good-fridays-version-lyrics,Kanye West,Teyana Taylor,featured
Christmas in Harlem (GOOD Fridays Version),,2010.0,2658,https://genius.com/Kanye-west-christmas-in-harlem-good-fridays-version-lyrics,Kanye West,Vado,featured
Christmas in Harlem (GOOD Fridays Version),,2010.0,2658,https://genius.com/Kanye-west-christmas-in-harlem-good-fridays-version-lyrics,Kanye West,Jim Jones,featured
Christmas in Harlem (GOOD Fridays Version),,2010.0,2658,https://genius.com/Kanye-west-christmas-in-harlem-good-fridays-version-lyrics,Kanye West,CyHi,featured
Christmas in Harlem (GOOD Fridays Version),,2010.0,2658,https://genius.com/Kanye-west-christmas-in-harlem-good-fridays-version-lyrics,Kanye West,Pusha T,featured
Christmas in Harlem (GOOD Fridays Version),,2010.0,2658,https://genius.com/Kanye-west-christmas-in-harlem-good-fridays-version-lyrics,Kanye West,Big Sean,featured
Christmas in Harlem (GOOD Fridays Version),,2010.0,2658,https://genius.com/Kanye-west-christmas-in-harlem-good-fridays-version-lyrics,Kanye West,Cam’ron,featured
Christmas in Harlem (GOOD Fridays Version),,2010.0,2658,https://genius.com/Kanye-west-christmas-in-harlem-good-fridays-version-lyrics,Kanye West,Musiq Soulchild,featured
Chrome Slugs and Harmony (Original),,,8399615,https://genius.com/The-game-chrome-slugs-and-harmony-original-lyrics,The Game,Kanye West,featured
Chrome Slugs and Harmony (Original),,,8399615,https://genius.com/The-game-chrome-slugs-and-harmony-original-lyrics,The Game,Lil Wayne,featured
Chrystal Meth Christian,,2010.0,2126912,https://genius.com/Teddybears-chrystal-meth-christian-lyrics,Teddybears,The Flaming Lips,featured
Chun Swae,,2018.0,3890630,https://genius.com/Nicki-minaj-chun-swae-lyrics,Nicki Minaj,Swae Lee,featured
Chun Swae (traduzione italiana),,2018.0,11612768,https://genius.com/Nicki-minaj-chun-swae-traduzione-italiana-lyrics,Nicki Minaj,Swae Lee,featured
Church,,2015.0,2282556,https://genius.com/Bj-the-chicago-kid-church-lyrics,BJ the Chicago Kid,Chance the Rapper,featured
Church,,2015.0,2282556,https://genius.com/Bj-the-chicago-kid-church-lyrics,BJ the Chicago Kid,Buddy,featured
Church Girl*,,,11819255,https://genius.com/Kanye-west-and-james-blake-church-girl-lyrics,Kanye West,Lil Uzi Vert,featured
Cinderella AI Remaster,,,11239870,https://genius.com/Future-and-diablo-cinderella-ai-remaster-lyrics,Future,Travis Scott,featured
Cinderella AI Remaster,,,11239870,https://genius.com/Future-and-diablo-cinderella-ai-remaster-lyrics,Future,Metro Boomin,featured
Cindy,,2002.0,9795625,https://genius.com/The-chieftains-cindy-lyrics,The Chieftains,Ricky Skaggs,featured
Cindy,,2002.0,9795625,https://genius.com/The-chieftains-cindy-lyrics,The Chieftains,Kentucky Thunder,featured
City In The Sky (Freestyle),,,12961900,https://genius.com/Kanye-west-city-in-the-sky-freestyle-lyrics,Kanye West,Ty Dolla $ign,featured
City In The Sky (Freestyle),,,12961900,https://genius.com/Kanye-west-city-in-the-sky-freestyle-lyrics,Kanye West,Desiigner,featured
City In The Sky (Freestyle),,,12961900,https://genius.com/Kanye-west-city-in-the-sky-freestyle-lyrics,Kanye West,070 Shake,featured
City In The Sky (Freestyle),,,12961900,https://genius.com/Kanye-west-city-in-the-sky-freestyle-lyrics,Kanye West,Ant Clemons,featured
Clappers,,2013.0,174175,https://genius.com/Wale-clappers-lyrics,Wale,Juicy J,featured
Clappers,,2013.0,174175,https://genius.com/Wale-clappers-lyrics,Wale,Nicki Minaj,featured
Clarity X Wildest Dreams X Really Don’t Care (SadBois Edit),,2026.0,13277215,https://genius.com/Sadbois-clarity-x-wildest-dreams-x-really-dont-care-sadbois-edit-lyrics,SadBois,Taylor Swift,featured
Clear Da Scene,,2006.0,187216,https://genius.com/Dj-clue-clear-da-scene-lyrics,DJ Clue,Lil Wayne,featured
Clear Da Scene,,2006.0,187216,https://genius.com/Dj-clue-clear-da-scene-lyrics,DJ Clue,Rick Ross,featured
Clear and Simple,,2019.0,5098096,https://genius.com/Theodore-shapiro-clear-and-simple-lyrics,Theodore Shapiro,Caroline Shaw,featured
Clique,,2012.0,91933,https://genius.com/Rick-ross-clique-lyrics,Rick Ross,Rockie Fresh,featured
Clique.tv Interview,,,721589,https://genius.com/Kanye-west-cliquetv-interview-lyrics,Kanye West,Mouloud Achour,featured
Coals Burn Out,,,10375790,https://genius.com/Charli-xcx-coals-burn-out-lyrics,Charli xcx,Ilsey,featured
Coast,,2024.0,10631799,https://genius.com/Dua-saleh-coast-lyrics,Dua Saleh,Gallant,featured
Coast is Clear,,2014.0,378485,https://genius.com/Skrillex-coast-is-clear-lyrics,Skrillex,Chance the Rapper,featured
Coast of Malabar,,,1796424,https://genius.com/The-chieftains-coast-of-malabar-lyrics,The Chieftains,Ry Cooder,featured
Coca Coca,,2010.0,49135,https://genius.com/Gucci-mane-coca-coca-lyrics,Gucci Mane,Yo Gotti,featured
Coca Coca,,2010.0,49135,https://genius.com/Gucci-mane-coca-coca-lyrics,Gucci Mane,Nicki Minaj,featured
Cocaine Muzik,,2010.0,6388114,https://genius.com/Yo-gotti-cocaine-muzik-lyrics,Yo Gotti,Clipse,featured
Cocaine Muzik,,2010.0,6388114,https://genius.com/Yo-gotti-cocaine-muzik-lyrics,Yo Gotti,Rick Ross,featured
Cocaine Muzik,,2010.0,6388114,https://genius.com/Yo-gotti-cocaine-muzik-lyrics,Yo Gotti,Jeezy,featured
Cocaine Spoon,,2023.0,9067151,https://genius.com/Belly-cocaine-spoon-lyrics,Belly,Rick Ross,featured
Cocaine Spoon (Acapella),,2023.0,9433984,https://genius.com/Belly-cocaine-spoon-acapella-lyrics,Belly,Rick Ross,featured
Cocoa Butter Kisses,,2013.0,146864,https://genius.com/Chance-the-rapper-cocoa-butter-kisses-lyrics,Chance the Rapper,VIC MENSA,featured
Cocoa Butter Kisses,,2013.0,146864,https://genius.com/Chance-the-rapper-cocoa-butter-kisses-lyrics,Chance the Rapper,Twista,featured
Coffee Shop,,2007.0,1205,https://genius.com/Yung-joc-coffee-shop-lyrics,Yung Joc,The-Dream,featured
Cold Winds (DONDA LEAK),,2021.0,13721593,https://genius.com/Kanye-west-cold-winds-donda-leak-lyrics,Kanye West,The Weeknd,featured
Cold Winds (DONDA LEAK),,2021.0,13721593,https://genius.com/Kanye-west-cold-winds-donda-leak-lyrics,Kanye West,André 3000,featured
Cold World,,,7653005,https://genius.com/Kanye-west-cold-world-lyrics,Kanye West,Moneybagg Yo,featured
Collision*,,2026.0,12152159,https://genius.com/Wallie-the-sensei-collision-lyrics,Wallie the Sensei,Travis Scott,featured
Colors in Taylor Swift Songs,,,5264451,https://genius.com/Community-lists-colors-in-taylor-swift-songs-annotated,Community Lists,Taylor Swift,featured
Colourblind,,2015.0,10720737,https://genius.com/Salute-colourblind-lyrics,salute,ABRA,featured
Come All Ye Fair and Tender Ladies,,2012.0,1846122,https://genius.com/The-chieftains-come-all-ye-fair-and-tender-ladies-lyrics,The Chieftains,Pistol Annies,featured
Come Back,,2021.0,5722638,https://genius.com/Mustafa-come-back-lyrics,Mustafa,James Blake,featured
Come Back to Me,,2020.0,4995895,https://genius.com/Teyana-taylor-come-back-to-me-lyrics,Teyana Taylor,Rick Ross,featured
Come Through,,2016.0,2433806,https://genius.com/Donnie-can-come-through-lyrics,Donnie (CAN),Daniel Caesar,featured
Come to Life (Deluxe),,2021.0,7238403,https://genius.com/Kanye-west-come-to-life-deluxe-lyrics,Kanye West,"Tyler, The Creator",featured
Come to Life (Original),,,13402306,https://genius.com/Kanye-west-come-to-life-original-lyrics,Kanye West,"Tyler, The Creator",featured
